,gold_labels,bert_labels,logr_labels,cnn_w2v,ct_bert_outputs,ct_bert_labels,bert_outputs,cnn_glove_outputs,cnn_glove_labels,cnn_w2v_outputs,cnn_w2v_labels,ct_bert_probs,bert_probs,ensemble_prob,ensemble_labels,ensemble_avg_prob,ensemble_avg_labels,ensemble_best1_prob,ensemble_best1_labels,Text,albert_outputs,albert_labels,albert_probs,cnn_w2v_probs,cnn_glove_probs,voted_bert_labels
478,1,1,1,1,"(-3.967327, 4.164818)",1,"(-2.9597182, 3.3136823)",0.6737169,1,0.9341555,1,"(0.00029385065559990196, 0.9997061493444)","(0.0018822554211591024, 0.9981177445788406)",0.7013298170090227,1,"(0.39463478226146576, 3.6053652177385342)",1,"(0.00029385065559990196, 0.9997061493444)",1,My sister says her MH trust now has a store of PPE for doctors and nurses housed in their Learning Centre. Not a moment too soon although here we are on 5 Apr fully 9 weeks 2 days after the first UK Covid-19 cases were identified on 31 Jan &amp; the Wuhan outbreak well reported. HTTPURL,"(-2.7894032, 3.3216374)",1,"(0.0022133316058658052, 0.9977866683941342)","(0.06584449999999997, 0.9341555)","(0.32628310000000005, 0.6737169)",1
479,0,0,0,0,"(5.3909817, -5.2694592)",0,"(2.4084148, -2.9481041)",0.0014367795000000002,0,1.2324416000000002e-06,0,"(0.9999765458792693, 2.3454120730470396e-05)","(0.9953048494807658, 0.004695150519234053)",0.00450387954609695,0,"(3.998399465595866, 0.001600534404133795)",0,"(0.9999765458792693, 2.3454120730470396e-05)",0,"@USER @USER @USER @USER And also, WHERE ARE THE TESTS? that fat orange idiot wasted three months of preparation time &amp; then said EVERYONE WHO WANTS ONE CAN HAVE A TEST. Have you been tested Brian? Who’ll pay YOUR hospital bill if you get COVID? Meantime, Boeing gets another $25billion$ giveaway. Nice.","(4.483779, -4.396627)",0,"(0.9998609316581965, 0.00013906834180332442)","(0.9999987675584, 1.2324416000000002e-06)","(0.9985632205, 0.0014367795000000002)",0
480,1,1,0,1,"(-5.443388, 5.3337636)",1,"(-2.96002, 3.3116663)",0.9933148,1,0.9948849,1,"(2.087052939780521e-05, 0.9999791294706025)","(0.0018854786616379208, 0.9981145213383622)",0.9956411681712686,1,"(0.012298962653775003, 3.987701037346226)",1,"(2.087052939780521e-05, 0.9999791294706025)",1,"Nigeria commercial capital Lagos don order junior, mid-level civil servants to stay for house sake of #COVIDー19 pandemic Di city don record 19 out of di 27 confirmed cases of di disease HTTPURL","(-3.6859396, 3.9599173)",1,"(0.0004777921243772127, 0.999522207875623)","(0.005115100000000039, 0.9948849)","(0.006685199999999947, 0.9933148)",1
481,1,1,0,0,"(-4.928361, 5.1994715)",1,"(-2.9612875, 3.3129692)",0.07508987,0,0.04039848,0,"(3.9950376913130774e-05, 0.999960049623087)","(0.0018806475533212712, 0.9981193524466785)",0.5263622036429263,1,"(1.8846317351932032, 2.115368264806797)",1,"(3.9950376913130774e-05, 0.999960049623087)",1,"@USER Documents obtained by South China Morning Post have made critical revelations about the virus. The first case can be traced to November 17, weeks before officials took actions. Beijing's official records show the first coronavirus patient fell ill on December 7.","(-4.580586, 4.851134)",1,"(8.013481629004026e-05, 0.99991986518371)","(0.95960152, 0.04039848)","(0.92491013, 0.07508987)",1
482,1,0,0,1,"(-3.9391418, 4.0332484)",1,"(2.4065475, -2.9435527)",0.8191419,1,0.56138086,1,"(0.0003447348475392175, 0.9996552651524604)","(0.9952747586529178, 0.004725241347082291)",0.5845522560569464,1,"(0.6201523197800025, 3.3798476802199966)",1,"(0.0003447348475392175, 0.9996552651524604)",1,@USER We said it was sad that the Marquis of Bath died at the age of 87 - but it is nothing like as sad as the nurses in their 30s - mums with 3 children - dying from coronavirus because the government didn't provide them with proper PPE...,"(-3.8918443, 4.1231985)",1,"(0.00033034493246326393, 0.9996696550675365)","(0.43861914, 0.56138086)","(0.18085810000000002, 0.8191419)",1
483,1,1,1,1,"(-5.125957, 5.5817156)",1,"(-2.9604504, 3.3129206)",0.99517846,1,0.99687093,1,"(2.237212100227973e-05, 0.9999776278789974)","(0.0018823108439933105, 0.9981176891560067)",0.9920367537271098,1,"(0.008121474042342966, 3.9918785259576564)",1,"(2.237212100227973e-05, 0.9999776278789974)",1,"For the Acosta's in the crowd, perpetually looking to litigate the past, a gentle reminder that the number of COVID 19 cases in the US on January 31, the date travel to China was banned, was 7. So the US severed travel between the US and China over 7 cases and no deaths.","(-4.2390985, 4.575733)",1,"(0.00014849192134071756, 0.9998515080786591)","(0.003129069999999956, 0.99687093)","(0.004821540000000013, 0.99517846)",1
484,0,0,0,0,"(5.0152965, -5.52071)",0,"(2.4057863, -2.947554)",0.013935882,0,0.0002906642,0,"(0.9999734381096278, 2.6561890372027648e-05)","(0.995289972135769, 0.004710027864231331)",0.010312766528249006,0,"(3.9856369860424987, 0.014363013957501392)",0,"(0.9999734381096278, 2.6561890372027648e-05)",0,"#SomeGoodNews: Flex MBA'22 bulldog cohort planned to volunteer at the Capital Area Food Bank. Instead, they pulled together $1,600 in donations (4K meals) for those affected by #COVID19. Our MBA community has nearly doubled that! #MagisInMotion HTTPURL","(4.644266, -4.4715104)",0,"(0.9998900941328706, 0.00010990586712936363)","(0.9997093358, 0.0002906642)","(0.986064118, 0.013935882)",0
485,1,1,1,1,"(-5.5630703, 5.7604637)",1,"(-2.9601686, 3.3137016)",1.0,1,1.0,1,"(1.2084993458903016e-05, 0.9999879150065415)","(0.0018813731963078439, 0.9981186268036921)",0.9997023926700614,1,"(4.9621250526266925e-05, 3.999950378749474)",1,"(1.2084993458903016e-05, 0.9999879150065415)",1,Class is canceled next week at a Portage Park high school after an employee tested positive for COVID-19. Health officials said the state's sixth case of novel coronavirus is a Chicago woman in her 50s employed at Vaughn Occupational High School. HTTPURL HTTPURL,"(-4.791351, 5.3988147)",1,"(3.753625706736391e-05, 0.9999624637429327)","(0.0, 1.0)","(0.0, 1.0)",1
486,0,0,0,0,"(4.734642, -5.3558674)",0,"(2.3992712, -2.9379804)",0.00044646795,0,0.00032457354,0,"(0.9999585304390287, 4.146956097125814e-05)","(0.9952139466534116, 0.004786053346588508)",0.023638862953017453,0,"(3.999077514376819, 0.0009224856231813972)",0,"(0.9999585304390287, 4.146956097125814e-05)",0,They need to stop scaring the sh!t out of people and report the actual recoveries too #CoronaVirus #PanicBuying HTTPURL,"(4.6363354, -4.478816)",0,"(0.9998900254277902, 0.00010997457221013911)","(0.99967542646, 0.00032457354)","(0.99955353205, 0.00044646795)",0
487,1,1,0,0,"(2.7169814, -3.3381324)",0,"(-2.29673, 2.4848022)",0.9797148000000001,1,0.14902592,0,"(0.997659654914322, 0.0023403450856778916)","(0.00831345160240764, 0.9916865483975923)",0.5088299601413333,1,"(1.8689642558524482, 2.1310357441475514)",1,"(0.997659654914322, 0.0023403450856778916)",0,LOCAL NEWS SHOUTOUT: Have a family member or close friend with a Michigan connection who has died from COVID-19 and would like to share their story with @USER Please contact Georgea Kovanis at gkovanis@USER,"(-4.6153765, 5.3863196)",1,"(4.532093812642734e-05, 0.9999546790618733)","(0.85097408, 0.14902592)","(0.020285199999999892, 0.9797148000000001)",0
488,0,0,0,0,"(5.107877, -5.1890793)",0,"(2.3983214, -2.939614)",0.021923881,0,0.004976111,0,"(0.9999662655178678, 3.3734482132380934e-05)","(0.9952172025906815, 0.004782797409318691)",0.016244564531485418,0,"(3.972956536998349, 0.027043463001650954)",0,"(0.9999662655178678, 3.3734482132380934e-05)",0,"Our pastor needs a car, oya lets contribute church. Our member need urgent surgery, let us pray people. Wetin I know self🤷 #StayAtHomeAndStaySafe #COVID19 #lockdown #StaySafe","(4.6250186, -4.4923)",0,"(0.9998902634804814, 0.00010973651951857582)","(0.995023889, 0.004976111)","(0.978076119, 0.021923881)",0
489,0,1,1,1,"(-4.302975, 4.5117884)",1,"(-2.9606361, 3.3129666)",0.9868728000000001,1,0.9981818,1,"(0.0001485020324831444, 0.9998514979675167)","(0.00188187558374268, 0.9981181244162575)",0.9827947763608252,1,"(0.015153266122127425, 3.984846733877873)",1,"(0.0001485020324831444, 0.9998514979675167)",1,"China KNEW back in mid November when the first case in Wuhan was diagnosed. Suddenly, the next day they were looking for scientists to study coronavirus in BATS!! HTTPURL","(-4.50441, 5.2273517)",1,"(5.936408964439393e-05, 0.9999406359103558)","(0.001818199999999992, 0.9981818)","(0.013127199999999895, 0.9868728000000001)",1
490,0,0,0,0,"(5.195137, -5.301083)",0,"(2.4081872, -2.9512362)",0.34943850000000004,0,0.09213464,0,"(0.999972360029887, 2.763997011323521e-05)","(0.9953184030095676, 0.004681596990432387)",0.11960824759592956,0,"(3.5582893971671474, 0.4417106028328527)",0,"(0.999972360029887, 2.763997011323521e-05)",0,"#JustOneDrop 1 John 1:7… the blood of Jesus, his Son, purifies us from all sin. #20secondSoulWash – from Paranoia to Metanoia Royston Braganza presents a 20-second reflection to accompany the 20-second hand-wash (recommendation against COVID 19). HTTPURL","(4.65723, -4.459302)",0,"(0.9998901771372601, 0.00010982286273939397)","(0.90786536, 0.09213464)","(0.6505615, 0.34943850000000004)",0
491,1,1,1,1,"(-4.6296716, 4.8282857)",1,"(-2.9613168, 3.3129609)",0.99764985,1,0.9987087,1,"(7.80597996487549e-05, 0.9999219402003515)","(0.0018806081344085355, 0.9981193918655917)",0.9255721333723821,1,"(0.004388726963284454, 3.9956112730367153)",1,"(7.80597996487549e-05, 0.9999219402003515)",1,"@USER Yes - I had four separate friends in different parts of the US all have the exact same experience. Felt like total dog mess - tested negative for flu, but now are 100% healthy. COVID 19 has clearly been here for awhile.","(-3.525748, 3.7829845)",1,"(0.000669217163635653, 0.999330782836364)","(0.0012912999999999952, 0.9987087)","(0.002350150000000051, 0.99764985)",1
492,0,0,0,0,"(4.974553, -5.5154614)",0,"(2.4017005, -2.9402256)",0.0010652295,0,3.027578e-05,0,"(0.9999721879787705, 2.7812021229450324e-05)","(0.9952361605214148, 0.0047638394785850515)",0.006585888783637498,0,"(3.998764359555088, 0.001235640444911928)",0,"(0.9999721879787705, 2.7812021229450324e-05)",0,"China's coronavirus recovery is 'all fake,' whistleblowers and residents claim: HTTPURL","(4.723388, -4.3706303)",0,"(0.9998876768563175, 0.00011232314368247771)","(0.99996972422, 3.027578e-05)","(0.9989347705, 0.0010652295)",0
493,1,1,1,1,"(-5.1191072, 5.1439734)",1,"(-2.9605913, 3.3125436)",0.99989784,1,0.9999646,1,"(3.4896797421050205e-05, 0.9999651032025791)","(0.0018827544732302728, 0.9981172455267697)",0.9968402768353256,1,"(0.00021340814041810954, 3.999786591859582)",1,"(3.4896797421050205e-05, 0.9999651032025791)",1,"Rand Paul says he’s recovered from coronavirus, volunteering at local hospital 😂 Is #Covid19 the new blindness pandemic?? FFS, he's an eye doctor! HTTPURL","(-4.73794, 5.365145)",1,"(4.095134299707831e-05, 0.9999590486570032)","(3.540000000001875e-05, 0.9999646)","(0.00010215999999996228, 0.99989784)",1
494,1,1,1,1,"(-5.280594, 5.471518)",1,"(-2.9605067, 3.3124776)",0.99741495,1,0.999681,1,"(2.1399705452470714e-05, 0.999978600294548)","(0.0018830375034438107, 0.9981169624965562)",0.9938396662513808,1,"(0.003004703524463006, 3.996995296475537)",1,"(2.1399705452470714e-05, 0.999978600294548)",1,"Rick May, a voice actor best known to gamers for his portrayal of the gruff-talking Soldier in Team Fortress 2, has died after contracting COVID-19. This was reported by the Rekindle School, an art, acting, and film school in Seattle, Washington where May was a teacher. HTTPURL","(-4.4035883, 5.0391874)",1,"(7.925381901059957e-05, 0.9999207461809894)","(0.0003189999999999582, 0.999681)","(0.0025850499999999776, 0.99741495)",1
495,1,0,1,0,"(-5.058218, 5.5602345)",1,"(2.2741184, -2.973718)",0.03876847,0,0.05832673,0,"(2.4459864676437534e-05, 0.9999755401353232)","(0.9947686269640115, 0.0052313730359885725)",0.27540482525452925,0,"(1.9034100934860247, 2.096589906513975)",1,"(2.4459864676437534e-05, 0.9999755401353232)",1,"#Canada: WATCH LIVE: The National for Friday, March 6 — 100,000 global coronavirus cases; SXSW cancelled HTTPURL","(-3.6343966, 4.0051117)",1,"(0.0004808336213483674, 0.9995191663786516)","(0.94167327, 0.05832673)","(0.9612315300000001, 0.03876847)",1
496,0,0,0,0,"(5.2388177, -5.7314873)",0,"(2.4037993, -2.9462676)",0.011701503,0,0.0047248094,0,"(0.9999827952010607, 1.7204798939551303e-05)","(0.9952746020433174, 0.004725397956682777)",0.01091507930115385,0,"(3.983475930070985, 0.01652406992901595)",0,"(0.9999827952010607, 1.7204798939551303e-05)",0,@USER Nograles on social amelioration program: The DSWD NCR Field Office has already established 17 monitoring teams to supervise the full implementation of the first tranche of the program | via @USER #COVID19 #LuzonLockdown,"(4.779695, -4.646823)",0,"(0.9999194472699239, 8.055273007639934e-05)","(0.9952751906, 0.0047248094)","(0.988298497, 0.011701503)",0
497,1,1,0,0,"(-4.363835, 4.409836)",1,"(-1.643474, 2.0786767)",0.26900795,0,0.24701859,0,"(0.000154730487864897, 0.9998452695121351)","(0.023610946226475023, 0.9763890537735248)",0.4136479709210643,0,"(1.5153459140895604, 2.4846540859104396)",1,"(0.000154730487864897, 0.9998452695121351)",1,"MSM &amp; #Democrats are radio silent about Iranian, Javed Zarif, who DIED of #CoronaVirus #COVIDー19 🤔 3 [D] Senators &amp; John Kerry had a Secret &amp; Unauthorized Meeting with Javel Zarif... less than 3 wks ago! WHY are [they] NOT quarantined? #TheMoreYouKnow HTTPURL","(-1.2359374, 2.1991165)",1,"(0.031217723601695602, 0.9687822763983045)","(0.75298141, 0.24701859)","(0.73099205, 0.26900795)",1
498,0,0,0,0,"(5.372592, -5.707484)",0,"(2.4061425, -2.9442468)",3.3002623e-05,0,2.8105292000000005e-06,0,"(0.9999845837963447, 1.541620365487141e-05)","(0.9952761180705373, 0.00472388192946264)",0.006641422088031585,0,"(3.999872082465889, 0.00012791753411081717)",0,"(0.9999845837963447, 1.541620365487141e-05)",0,@USER @USER embodies to a T the selfish &amp; privileged nature of contemporary Conservativism further amplified by atrocious #cpcldr discourse and the general horse shit COVID19 response. Thank !@USER Cons are in charge in the thick this crisis.,"(4.735554, -4.7401323)",0,"(0.9999233118217444, 7.668817825594577e-05)","(0.9999971894708, 2.8105292000000005e-06)","(0.999966997377, 3.3002623e-05)",0
499,0,0,1,0,"(5.1296687, -5.1817575)",0,"(2.4071333, -2.9686103)",0.33569315,0,0.40855727,0,"(0.9999667501216806, 3.3249878319563455e-05)","(0.9953938384418343, 0.004606161558165797)",0.20356565235963395,0,"(3.255555717252177, 0.7444442827478228)",0,"(0.9999667501216806, 3.3249878319563455e-05)",0,"Other than her annual Christmas Message, The Queen has only made 4 televised addresses: 1st Gulf War, Princess Diana’s funeral, her mother’s funeral &amp; her Diamond Jubilee. The Queen will address the Commonwealth on the COVID-19 crisis - Sunday April 5th at 3pm EDT. #cdnpoli HTTPURL","(4.440034, -4.296319)",0,"(0.9998393871304964, 0.0001606128695032207)","(0.59144273, 0.40855727)","(0.66430685, 0.33569315)",0
500,0,1,1,0,"(0.78589505, -0.86767083)",0,"(-1.561663, 2.0216262)",0.98703915,1,0.99007416,1,"(0.8393724070863418, 0.16062759291365833)","(0.027033069016189643, 0.9729669309838106)",0.8873845946395142,1,"(0.8624252663575503, 3.1375747336424498)",1,"(0.8393724070863418, 0.16062759291365833)",0,"@USER South Korea had their first confirmed case the same day we did. How many deaths have they had, as compared to ours? THAT is why the COVID deaths are unacceptable.","(-4.210097, 4.4922404)",1,"(0.0001661692712086094, 0.9998338307287912)","(0.009925839999999964, 0.99007416)","(0.012960850000000024, 0.98703915)",0
501,0,0,0,0,"(5.340365, -5.259827)",0,"(2.401369, -2.9465272)",0.5205512999999999,1,0.40380874,0,"(0.9999750893942367, 2.4910605763119394e-05)","(0.9952643821090079, 0.004735617890992046)",0.2373609180680793,0,"(3.0754867222493774, 0.9245132777506229)",0,"(0.9999750893942367, 2.4910605763119394e-05)",0,@USER @USER My gut tells me that a desperate Trump/GOP will replace Pence on the ticket after he dies from trying to pray the Coronavirus away and replace him with Nikki Haley to bounce a suspected Biden/Harris ticket.,"(4.408322, -4.5524774)",0,"(0.9998716728551402, 0.0001283271448597368)","(0.59619126, 0.40380874)","(0.47944870000000006, 0.5205512999999999)",0
502,1,1,1,1,"(-5.4564877, 5.809999)",1,"(-2.960104, 3.31398)",0.9981706,1,0.9982913,1,"(1.2794444630057515e-05, 0.9999872055553696)","(0.0018809717582312798, 0.9981190282417686)",0.9987599953562408,1,"(0.0036493707905869014, 3.996350629209412)",1,"(1.2794444630057515e-05, 0.9999872055553696)",1,"BREAKING: Despite the Govt. directive on the announcements concerning Coronavirus, Mandera Gov. Ali Roba has gone ahead to confirm two Covid-19 cases in the county. He notes that these two cases had travelled by bus from Nairobi. @USER @USER HTTPURL","(-4.401202, 4.8243937)",1,"(9.847634595685545e-05, 0.9999015236540428)","(0.0017087000000000074, 0.9982913)","(0.001829399999999981, 0.9981706)",1
503,1,1,0,1,"(-5.515544, 5.8237147)",1,"(-2.9598415, 3.3139257)",0.990092,1,0.99430907,1,"(1.1896449109678154e-05, 0.9999881035508901)","(0.0018815666230956856, 0.9981184333769045)",0.9956504184541064,1,"(0.015753045833868724, 3.9842469541661307)",1,"(1.1896449109678154e-05, 0.9999881035508901)",1,"Large scale testing of Iceland's general population initiated March 13th in collaboration with @USER Sample of 5,571 people found 48 positive for COVID19. Small #s but that's almost 1% of the population And Iceland seems on top of this... HTTPURL","(-4.3110175, 4.54698)",1,"(0.00014221938475903406, 0.9998577806152408)","(0.005690929999999983, 0.99430907)","(0.009908000000000028, 0.990092)",1
504,0,0,0,0,"(5.324857, -5.6796417)",0,"(2.4005861, -2.958506)",0.009209466,0,0.00061171304,0,"(0.9999833735428406, 1.662645715910375e-05)","(0.9953168590043473, 0.004683140995652706)",0.010755434662111013,0,"(3.9900782279962774, 0.009921772003721798)",0,"(0.9999833735428406, 1.662645715910375e-05)",0,"#DGISPR Major General Babar Iftikhar said Formation Commanders are currently at their areas of responsibility, They are fully cooperating with the Federal &amp; Provincial Government &amp; providing them with maximum assistance with #CoronaVirusPakistan #COVID19 @USER #ISPR HTTPURL","(4.768462, -4.6165466)",0,"(0.9999160334934372, 8.396650656269517e-05)","(0.99938828696, 0.00061171304)","(0.9907905340000001, 0.009209466)",0
505,0,1,1,1,"(4.823004, -5.456511)",0,"(-1.3661026, 1.8943253)",0.97877467,1,0.9932255,1,"(0.9999656720040615, 3.432799593865086e-05)","(0.03695397801056981, 0.9630460219894302)",0.7138577579470444,1,"(1.0282431671992973, 2.971756832800703)",1,"(0.9999656720040615, 3.432799593865086e-05)",0,#Trumpdemic it's sad that it took the coronavirus for people to see how bad our health care is. My son is dead after my Trumps cutbacks on Medicaid. He was given 14 days in rehab for heroin addiction. He was discharged on a Wednesday &amp; dead by Sunday buried today,"(-3.8365088, 4.352308)",1,"(0.0002776651952355385, 0.9997223348047648)","(0.006774500000000017, 0.9932255)","(0.021225330000000042, 0.97877467)",0
506,0,0,0,0,"(5.1537256, -5.742888)",0,"(2.4074464, -2.9445083)",0.012195108,0,0.026083097000000003,0,"(0.9999814794961001, 1.8520503900326907e-05)","(0.9952834722001174, 0.004716527799882867)",0.018031645024847567,0,"(3.9616029408574303, 0.03839705914256964)",0,"(0.9999814794961001, 1.8520503900326907e-05)",0,@USER HTTPURL Trump's performance at the CDC was an embarrassment. The delay in surveillance testing for #COVID19 is going to be the subject of a Congressional investigation one day. #Failure,"(4.5678387, -4.6390705)",0,"(0.9998996663613303, 0.00010033363866930974)","(0.973916903, 0.026083097000000003)","(0.987804892, 0.012195108)",0
507,1,1,1,1,"(-5.031309, 5.0902467)",1,"(-2.9611697, 3.3143253)",0.9537749,1,0.97624594,1,"(4.0201915962188384e-05, 0.9999597980840382)","(0.0018783245602872205, 0.9981216754397129)",0.9656595347010788,1,"(0.07011789431523399, 3.9298821056847664)",1,"(4.0201915962188384e-05, 0.9999597980840382)",1,"⚠️ Ali Larijani, Speaker of the Parliament of Iran and former officer in the Islamic Revolutionary Guard Corps, has coronavirus. His brother Sadeq Larijani, Expediency Discernment Council Chair and former Chief Justice, oversaw HORRIFIC abuses including torture of dissidents. HTTPURL","(-4.3423166, 4.88271)",1,"(9.853239927175705e-05, 0.9999014676007282)","(0.02375406000000002, 0.97624594)","(0.04622510000000002, 0.9537749)",1
508,0,0,0,0,"(5.2266617, -5.531071)",0,"(2.4065545, -2.9411175)",0.064917214,0,0.063040525,0,"(0.9999787202359197, 2.127976408059486e-05)","(0.9952633252940606, 0.004736674705939266)",0.03979419032221036,0,"(3.871927955337898, 0.12807204466210237)",0,"(0.9999787202359197, 2.127976408059486e-05)",0,"I have no idea why is KBS Sidhu revealing excess details about patients who test positive for COVID19. Name, age of parents, spouse, kids or details like X runs a karyana store or reveal address, location or harp on religions!","(4.799125, -4.4834146)",0,"(0.9999069741019783, 9.302589802176646e-05)","(0.936959475, 0.063040525)","(0.9350827859999999, 0.064917214)",0
509,1,1,1,1,"(4.862794, -5.5306287)",0,"(-2.9674249, 3.308246)",0.99096584,1,0.89247555,1,"(0.9999693676320781, 3.063236792169666e-05)","(0.0018779948124836342, 0.9981220051875163)",0.7266631256608149,1,"(1.1168199816935322, 2.8831800183064678)",1,"(0.9999693676320781, 3.063236792169666e-05)",0,"With COVID-19 cases continuing to rise each day, realtors in hard-hit states are adjusting their practices to slow the spread of the illness. Now that there are confirmed COVID-19 cases in North Dakota and Minnesota area.... HTTPURL HTTPURL","(-3.8951313, 4.2433195)",1,"(0.00029200406145421623, 0.9997079959385461)","(0.10752445, 0.89247555)","(0.009034160000000013, 0.99096584)",0
510,1,1,0,1,"(-5.261747, 5.357696)",1,"(-2.9637113, 3.3121536)",0.9926978999999999,1,0.97792345,1,"(2.443564976690384e-05, 0.9999755643502328)","(0.0018776312008407228, 0.9981223687991595)",0.9897079465014468,1,"(0.029631782821590725, 3.970368217178409)",1,"(2.443564976690384e-05, 0.9999755643502328)",1,@USER @USER It's about as well-worded as that Reuters announcement the other day. First coronavirus case confirmed in NY: Governor Cuomo.,"(-3.9840827, 4.3988004)",1,"(0.0002286971718237578, 0.9997713028281763)","(0.022076549999999973, 0.97792345)","(0.007302100000000089, 0.9926978999999999)",1
511,0,0,0,0,"(4.906833, -5.2317557)",0,"(2.4007456, -2.9503486)",0.08740204,0,0.12911244,0,"(0.9999604770176564, 3.952298234393858e-05)","(0.9952794310482587, 0.004720568951741109)",0.07579403219222329,0,"(3.7832348781736123, 0.21676512182638835)",0,"(0.9999604770176564, 3.952298234393858e-05)",0,@USER @USER So far my last weekend sucks &amp; i hate coronavirus but it's going little better. waiting 4 new persona JRPG game released for bit so i bought it yesterday,"(4.567846, -3.8950322)",0,"(0.9997888811559559, 0.00021111884404441)","(0.87088756, 0.12911244)","(0.91259796, 0.08740204)",0
512,1,1,0,1,"(-5.030124, 5.2934704)",1,"(-1.6444248, 2.064784)",0.99705803,1,0.9996132,1,"(3.284775197870333e-05, 0.9999671522480212)","(0.023911148594071504, 0.9760888514059286)",0.94135415994294,1,"(0.0049390966752929175, 3.995060903324707)",1,"(3.284775197870333e-05, 0.9999671522480212)",1,"Our nation is failing under this Administration. COVID19 at 10,000 deaths and counting with no response plan, trillion dollar deficit, unemployment suddenly 32%, no health insurance plan in pandemic other than destroy ACA, unqualified judges appointed, etc. #LeadershipFail","(-3.0658233, 3.3845253)",1,"(0.0015774789233142337, 0.9984225210766859)","(0.00038680000000002046, 0.9996132)","(0.0029419699999999605, 0.99705803)",1
513,1,1,1,1,"(-5.368946, 5.645779)",1,"(-2.9635715, 3.3078225)",0.9762641,1,0.9848771,1,"(1.6457299222518123e-05, 0.9999835427007775)","(0.0018860288280152008, 0.9981139711719845)",0.9857700807190832,1,"(0.039010680219696864, 3.9609893197803028)",1,"(1.6457299222518123e-05, 0.9999835427007775)",1,"'Don't take #Covid_19 lightly': KP's first recovered patient advises after returning home. Admires services at hospital, hated the food @USER HTTPURL","(-4.2877555, 4.619217)",1,"(0.000135422920474265, 0.9998645770795254)","(0.01512290000000005, 0.9848771)","(0.023735900000000032, 0.9762641)",1
514,0,0,1,0,"(5.175059, -5.402915)",0,"(2.406202, -2.947488)",0.7053013000000001,1,0.14149794,0,"(0.9999745297504334, 2.5470249566444423e-05)","(0.9952916111907354, 0.004708388809264547)",0.2191531565861793,0,"(3.1530721647212525, 0.846927835278747)",0,"(0.9999745297504334, 2.5470249566444423e-05)",0,"2/4 Within 14 days (as symptoms appear in 7-14 days),we will be able to identify all the positive cases of covid &amp; we can isolate such people in an isolation center.I am suggesting 21 days for curfew as there will be few people who would be positive but won't show symptoms at all","(4.704659, -4.4748063)",0,"(0.9998968749708198, 0.00010312502918051154)","(0.85850206, 0.14149794)","(0.29469869999999987, 0.7053013000000001)",0
515,1,1,1,1,"(-5.373668, 5.5985513)",1,"(-2.961321, 3.3129408)",0.99580115,1,0.99930215,1,"(1.717189586172909e-05, 0.9999828281041385)","(0.0018806379800809317, 0.9981193620199191)",0.9976964782727356,1,"(0.005103991775755998, 3.994896008224244)",1,"(1.717189586172909e-05, 0.9999828281041385)",1,"This may have a few people in Portsea anxious. Wealthy couple return to Melbourne from ski holiday, refuse to self-isolate - test positive for #covid HTTPURL","(-4.0138936, 4.553772)",1,"(0.0001901198798942934, 0.9998098801201053)","(0.0006978499999999999, 0.99930215)","(0.004198849999999976, 0.99580115)",1
516,0,0,0,0,"(5.141744, -5.862783)",0,"(2.4036746, -2.9571)",0.38839728,0,0.0096914,0,"(0.999983374013355, 1.6625986644846974e-05)","(0.9953246949567021, 0.004675305043298087)",0.10747052162417783,0,"(3.6017807586708908, 0.3982192413291097)",0,"(0.999983374013355, 1.6625986644846974e-05)",0,"@USER @USER @USER @USER Sally, do you have anyway of checking the following? I have been told that 91% of all covid-19 deaths in Illinois are in Cook, DuPage, Lake,Kane and Will counties! And, over 2/3rds are in Cook alone!! So, why do other 96 counties have to suffer??","(4.6596675, -4.420098)",0,"(0.9998860646575355, 0.00011393534246481264)","(0.9903086, 0.0096914)","(0.61160272, 0.38839728)",0
517,0,0,0,0,"(5.420209, -5.478689)",0,"(2.4019556, -2.9440587)",0.06509565,0,0.0012716546,0,"(0.9999815217552702, 1.847824472980095e-05)","(0.9952555040812935, 0.004744495918706545)",0.026349891372535187,0,"(3.9333640309803264, 0.06663596901967396)",0,"(0.9999815217552702, 1.847824472980095e-05)",0,@USER @USER how about help out Americans with coronavirus? Boris doesn’t want you to step in and eff up his recovery.,"(4.072833, -4.220222)",0,"(0.9997498138250562, 0.0002501861749441484)","(0.9987283454, 0.0012716546)","(0.93490435, 0.06509565)",0
518,1,1,0,0,"(-4.547618, 4.9098377)",1,"(-2.9589427, 3.3119707)",0.1746771,0,0.03202091,0,"(7.809896120720775e-05, 0.9999219010387931)","(0.001886933760543021, 0.9981130662394571)",0.5401833138004498,1,"(1.7935376399894323, 2.2064623600105677)",1,"(7.809896120720775e-05, 0.9999219010387931)",1,"#COVID19 215,357 cases! 2.3 million people incarcerated in the US. Some people want to silence me but they won't succeed. Prisoners and staff are in danger. This is a deadly #pandemic. What is done to protect the prisoners? @USER @USER HTTPURL","(-4.09039, 4.6652136)",1,"(0.0001575510282251183, 0.9998424489717749)","(0.96797909, 0.03202091)","(0.8253229, 0.1746771)",1
